cz_name,stateabbrv,name,mobility,population,density,male,white,black,amind,asian,highschool,college,dropout,manufacturing,income,gini,rentpct,poverty
Memphis,MS,"DeSoto County, Mississippi",.054015569,168586,354.06421,.4855504,.71448398,.23863192,.0014236058,.013286987,.66320878,.22358248,.046247549,.10540456,42328,.3926,28.799999,.12643038
Hattiesburg,MS,"Forrest County, Mississippi",-.56558853,76267,163.5528,.47561854,.59843707,.36595121,.002779708,.0088635972,.58128631,.26692161,.032450579,.093270436,26449,.50169998,35.5,.34674764
Natchez,MS,"Franklin County, Mississippi",-.21275675,7857,13.93631,.48784524,.63599336,.35840651,.00089092529,.0011454754,.64412206,.17935193,.22775801,.12991618,27723,.46079999,30.1,.24429461
Gulfport,MS,"George County, Mississippi",.42983958,23104,48.263199,.5041551,.89278913,.079293631,.0026402355,.0068386425,.67911649,.12041499,.028368793,.19176756,32145,.45950001,32.900002,.24854627
Gulfport,MS,"Greene County, Mississippi",.27685958,14129,19.823071,.59515887,.72043318,.25812158,.0023356217,0,.66064656,.082119338,.16698657,.10644753,29180,.43700001,33.200001,.10466321
Greenwood,MS,"Grenada County, Mississippi",-.82519943,21591,51.15057,.47589272,.55537027,.43615395,0,.004909453,.61333334,.15553229,.012747875,.2997919,23081,.50190002,30.4,.34826845
Gulfport,MS,"Hancock County, Mississippi",-.28527206,45627,96.310631,.49021414,.86979198,.091437086,.00035066961,.0096214963,.63258284,.21021885,.064260565,.086354293,31489,.4418,29.799999,.27180845
Gulfport,MS,"Harrison County, Mississippi",-.17015898,196268,341.9339,.49599528,.69410706,.23273279,.0045142355,.030412497,.64143294,.21320583,.062730625,.063489765,30303,.44859999,32.200001,.31588057
Jackson,MS,"Hinds County, Mississippi",-.89940643,245874,282.698,.46866688,.27300569,.70307964,.0011021906,.0082074562,.58163822,.27664122,.06021145,.080613054,27109,.49169999,36.200001,.36908829
Kosciusko,MS,"Holmes County, Mississippi",-.76400125,18772,24.80776,.47650757,.16540593,.82559133,.00079906243,.0038354998,.5963546,.12298708,.044740975,.18034333,15058,.5395,33.200001,.60871273
Yazoo City,MS,"Humphreys County, Mississippi",-.97178477,8984,21.467609,.47617987,.22606857,.7540071,.0011130898,.0011130898,.51368535,.12113721,.060416665,.16243465,16862,.51899999,31.299999,.49134377
Tupelo,MS,"Itawamba County, Mississippi",-.00619287,23451,44.01572,.49678051,.91714638,.065285064,.000085284199,.0021747474,.66615254,.13212518,.036417909,.27025881,25424,.46430001,27.700001,.2661075
Gulfport,MS,"Jackson County, Mississippi",-.28961381,140676,194.6389,.49180385,.72283828,.21826039,.0033623362,.022619352,.67395133,.20094071,.043368064,.1876445,35158,.45539999,29.9,.19857574
Laurel,MS,"Jasper County, Mississippi",-.2146557,16588,24.52965,.48577285,.4626236,.52959973,.0001205691,.000060284499,.65557921,.13367039,.11982083,.2609877,22935,.47850001,28.6,.34518558
Vicksburg,MS,"Jefferson County, Mississippi",-.65109599,7586,14.59034,.48549959,.13933562,.859478,0,.001186396,.60130185,.16456468,0,.13648576,15066,.4998,36.5,.63215858
Hattiesburg,MS,"Jefferson Davis County, Mississippi",-.49647003,11941,29.23542,.47600704,.38405493,.61234403,0,0,.65697396,.14152992,.073455758,.14557889,19087,.484,44.799999,.47906601
Laurel,MS,"Jones County, Mississippi",-.10694117,68276,98.26783,.48407933,.69063801,.28869587,.0024020153,.0055509987,.61074537,.18374042,.096533336,.1808897,26977,.49070001,29.700001,.35771415
Meridian,MS,"Kemper County, Mississippi",-.60740191,10211,13.32711,.49975517,.36832827,.59014785,.037802368,.0010772696,.65322459,.11519644,0,.16482896,21830,.45050001,33.599998,.47252747
Clarksdale,MS,"Lafayette County, Mississippi",-.52010822,51169,81.001007,.48699409,.71998674,.24022357,.00099669723,.019328108,.50857306,.38333684,.0031425736,.090949342,32425,.52450001,41.400002,.25495049
Hattiesburg,MS,"Lamar County, Mississippi",.092649877,58885,118.4677,.48610002,.75800288,.20083213,.0017152076,.013993377,.55246848,.35925415,.011945393,.092534877,37793,.46090001,31,.20545492
Meridian,MS,"Lauderdale County, Mississippi",-.61237663,79832,113.4568,.48556969,.54466879,.42455405,.0020042087,.008455256,.66989422,.18709101,.048842009,.09002351,27696,.4842,28.799999,.3610023
Brookhaven,MS,"Lawrence County, Mississippi",-.032134119,12586,29.22439,.49110124,.66335613,.32305735,.0011918003,.0006356269,.67150331,.12143197,.12175325,.15200518,25881,.48210001,33,.32422763
Jackson,MS,"Leake County, Mississippi",-.01263069,23153,39.713531,.50049669,.52222174,.41359651,.057789486,.0021595473,.63614422,.11804454,.19184493,.19632189,24296,.47350001,27.9,.42343172
Tupelo,MS,"Lee County, Mississippi",-.51007289,85036,188.9895,.47613952,.68928456,.27966979,.0018462769,.0067736018,.62047154,.21813902,.049156971,.21790513,31074,.45809999,30,.28036824
Greenwood,MS,"Leflore County, Mississippi",-.90579808,31516,53.188091,.47756696,.25396624,.7217921,0,.0081228586,.58740103,.17537139,.021369597,.13457865,17601,.53250003,39.200001,.5732069
Brookhaven,MS,"Lincoln County, Mississippi",-.060851801,34765,59.314301,.47901624,.68235296,.30795339,.0001150582,.0057529123,.69107193,.15204987,.079297818,.097405553,26491,.4567,35.900002,.40670571
Columbus,MS,"Lowndes County, Mississippi",-.68404067,59699,118.0967,.47687566,.53796548,.43833229,.0021943415,.0070352936,.61154628,.21834151,.068721898,.1429102,29226,.4619,33,.32919517
Jackson,MS,"Madison County, Mississippi",-.5343312,100202,140.2395,.478214,.56732398,.38237759,.0013672382,.023183171,.43833035,.45979387,.035422344,.10469091,46757,.48840001,27.799999,.18213017
McComb,MS,"Marion County, Mississippi",-.047957439,26109,48.13752,.48684362,.65762764,.32295376,.0021065534,.0001149029,.63693905,.13046701,.085784316,.095664367,22274,.51550001,39,.43481743
Memphis,MS,"Marshall County, Mississippi",-.50291985,36385,51.52277,.49245569,.49201593,.47599286,.001676515,.0008794833,.64132124,.1337176,.038829487,.18733115,27178,.44150001,29,.33617812
Tupelo,MS,"Monroe County, Mississippi",-.41031799,36175,47.281761,.47748446,.68099517,.30465791,.0000276434,.00093987561,.62464988,.14647019,.043478262,.26482379,26716,.43920001,27.200001,.30157971
Greenwood,MS,"Montgomery County, Mississippi",-.32401457,10464,25.7113,.46894112,.53545487,.45040137,0,.0018157492,.57437897,.15771231,.11359026,.19706209,21895,.4799,41.400002,.49979278
Meridian,MS,"Neshoba County, Mississippi",-.5279054,29553,51.834572,.47998512,.59361148,.22369979,.1567692,.0047710892,.64212054,.13535288,.06666667,.094310403,25889,.4623,26,.33515218
Meridian,MS,"Newton County, Mississippi",-.14587419,21663,37.472488,.47163367,.63236856,.30355906,.049346812,.0025388913,.66669065,.15812212,.059136212,.14749369,26906,.47909999,27.4,.34003258
Columbus,MS,"Noxubee County, Mississippi",-.60664791,11143,16.0299,.47976309,.27766311,.71937537,.0012563941,0,.53443301,.11862543,.067567565,.16506118,19376,.46180001,30.299999,.46854895
Starkville,MS,"Oktibbeha County, Mississippi",-.83948654,49048,107.0448,.5013864,.58326536,.37116703,.0018757136,.030011417,.43247879,.42974362,.0034993824,.088075951,23594,.54720002,41.099998,.31603882
Clarksdale,MS,"Panola County, Mississippi",-.74662048,34373,50.168991,.4824717,.48814476,.50176013,.0002618334,.0004654816,.65605414,.14922209,.042465042,.15523157,26550,.4655,29.799999,.30546874
Gulfport,MS,"Pearl River County, Mississippi",-.15957394,55196,68.070679,.49407566,.84083992,.13557142,.0019928981,.0014312631,.68043876,.13913612,.03691275,.093278602,29761,.4267,31.299999,.32258558
Hattiesburg,MS,"Perry County, Mississippi",.29356718,12187,18.82885,.48609173,.77467793,.21317798,0,.00073849183,.73663199,.083111539,.018348623,.10990075,24727,.44999999,30,.22487047
McComb,MS,"Pike County, Mississippi",-.47820574,40075,97.979393,.47418591,.45619464,.52471614,.0038927011,.0042669992,.64265883,.16281524,.079203539,.17310216,23007,.48550001,31.799999,.41190997
Tupelo,MS,"Pontotoc County, Mississippi",.19764151,30517,61.31739,.50309664,.79545826,.15175149,.00078644691,.0034407051,.64431989,.12995414,.073844418,.28205699,29521,.43000001,22.5,.21433045
Corinth,MS,"Prentiss County, Mississippi",-.099118032,25380,61.15955,.48908588,.83959812,.14196217,0,.0020882585,.6423952,.11940119,.082762554,.22209436,23928,.45039999,27.299999,.2741152
Clarksdale,MS,"Quitman County, Mississippi",-.82051003,7761,19.16238,.48331401,.28939569,.70248681,0,0,.54458159,.12894376,.12626262,.078313254,17855,.47749999,34.799999,.60823655
Jackson,MS,"Rankin County, Mississippi",-.079561442,146761,189.2506,.48247832,.77111769,.19689155,.0013627599,.012237583,.60672265,.29003611,.090233088,.083977297,42708,.41839999,27.1,.11280919
Jackson,MS,"Scott County, Mississippi",-.48686236,28293,46.444031,.48443079,.59802777,.37330788,.0081292195,.0086240415,.59723663,.11239146,.097432524,.27385664,23921,.47350001,30.9,.42657343
Greenville,MS,"Sharkey County, Mississippi",-.67673534,4805,11.1299,.44516128,.2792924,.71550471,0,.0035379813,.57440668,.200449,.10489511,.02681764,22171,.4307,31.4,.33913764
Jackson,MS,"Simpson County, Mississippi",-.12870704,27401,46.508331,.48804787,.62811577,.35699427,.0036859969,.00018247509,.66904432,.12722206,.096537948,.12850015,25693,.46779999,30.700001,.3874945
Laurel,MS,"Smith County, Mississippi",.02465919,16257,25.551189,.48163867,.74872363,.24764717,0,.00067663158,.68520069,.1300177,.11921296,.19151251,23933,.51490003,27.5,.37274095
Gulfport,MS,"Stone County, Mississippi",.28744197,17978,40.356041,.50839913,.78690624,.19190121,.017132049,.0015018356,.70164329,.13445738,.096642099,.12008671,32702,.4048,28.700001,.23209877
Greenville,MS,"Sunflower County, Mississippi",-.87396908,27911,40.001179,.52287626,.25785533,.73039305,.0017914084,.0038336141,.57083493,.14366446,.045366168,.10510618,19889,.4971,32.799999,.51169229
Clarksdale,MS,"Tallahatchie County, Mississippi",-.88036197,14959,23.18191,.59542751,.42108428,.45130023,.0044120597,.014840564,.55513901,.085405998,.14187643,.10115607,21594,.45289999,28.6,.29926693
Memphis,MS,"Tate County, Mississippi",-.49464217,28415,70.202332,.48689073,.67073727,.30783036,0,.003624846,.63101518,.16743574,.025741709,.091171831,31144,.46340001,31.5,.2296868
New Albany,MS,"Tippah County, Mississippi",.18074937,22054,48.172321,.49188355,.81250566,.16001633,.0022218192,.0024485353,.62199336,.12918164,.10016556,.29069766,25863,.47729999,27.200001,.35044149
Corinth,MS,"Tishomingo County, Mississippi",.25534445,19539,46.054909,.48211271,.9453401,.025999283,.003992016,.0016377501,.65849,.11222091,.036997885,.24895371,25525,.426,27,.26964739
Memphis,MS,"Tunica County, Mississippi",-.9559415,10477,23.0432,.46921828,.2108428,.75536889,0,.0074448795,.5887385,.17327733,.026104419,.071820565,22669,.4813,32.299999,.38992298
New Albany,MS,"Union County, Mississippi",-.032375671,27811,66.917999,.48631835,.81848907,.14332458,.0018338067,.00729927,.62423253,.13784298,.11311239,.28523153,26049,.45249999,26.799999,.33232149
McComb,MS,"Walthall County, Mississippi",-.14492829,14978,37.079391,.49051943,.53191346,.45186272,0,.0026038189,.67251992,.10990009,.037037037,.14585656,22794,.5061,31.1,.40657488
Vicksburg,MS,"Warren County, Mississippi",-.71187592,48020,81.59716,.47559351,.49571013,.47948772,.00058309041,.0081840903,.61670756,.24366471,.071302034,.12324844,29866,.47310001,32.900002,.36205605
Greenville,MS,"Washington County, Mississippi",-.83366418,49499,68.298859,.46877715,.27164185,.71163052,.0012323481,.0071314573,.57935977,.18834209,.080766596,.086591519,21167,.51459998,37.099998,.52534354
Laurel,MS,"Wayne County, Mississippi",-.0060072099,20564,25.36417,.48667574,.59103286,.3897588,.002236919,.0035012644,.62959367,.13624141,.090764329,.17202125,23646,.49450001,33.700001,.3934882
Starkville,MS,"Webster County, Mississippi",-.37372422,9999,23.75396,.49174917,.78807878,.19641964,.00040004001,.0018001799,.65500891,.17205098,0,.12528217,25020,.47830001,33.400002,.30016583
McComb,MS,"Wilkinson County, Mississippi",-.25409049,9345,13.78102,.52637774,.28871053,.70658106,0,0,.56340891,.14511336,.022857143,.092656143,21739,.4734,29.6,.52399421
Starkville,MS,"Winston County, Mississippi",-.66770667,18697,30.789881,.48446274,.51355833,.4770284,.0037439161,.0018719581,.61141044,.16505547,.12383901,.17358544,24115,.47960001,32.400002,.46301743
Clarksdale,MS,"Yalobusha County, Mississippi",-.65647584,12381,26.504459,.48784429,.59203619,.39649463,.0057345931,.0016961473,.65933543,.12403926,.067510545,.27734917,26512,.44940001,28.799999,.22736841
Yazoo City,MS,"Yazoo County, Mississippi",-.6666863,27911,30.24118,.55390346,.38443625,.57518542,.0019347211,.0043710363,.6220153,.13314202,.13690062,.14352183,21035,.49810001,38,.44490892
Kirksville,MO,"Adair County, Missouri",.35481223,25560,45.053661,.47523475,.9352895,.020657277,.003286385,.023865415,.58536947,.30041212,.034670293,.077144913,27248,.4941,37.400002,.1995614
St. Joseph,MO,"Andrew County, Missouri",.70814717,17328,40.045971,.49549863,.96514314,.013273315,.0061172671,.0021929825,.67163432,.2332029,.070469797,.16183153,40392,.4215,26.1,.069028392
Mexico,MO,"Audrain County, Missouri",.40587258,25783,37.24604,.45495093,.89524102,.06566342,.0014350541,.001396269,.72420871,.11548332,.089259796,.17490566,30004,.41339999,25.299999,.28536755
Columbia,MO,"Boone County, Missouri",-.27071732,170770,249.1488,.48329917,.82067692,.084446914,.0021608011,.040498916,.46080661,.47338533,.0073791952,.051677313,36242,.4826,33.900002,.16094539
St. Joseph,MO,"Buchanan County, Missouri",.040658839,89561,219.49789,.50031823,.8880986,.052254889,.0032603478,.0086756516,.67825228,.19457439,.062616386,.18994027,33639,.42739999,29.799999,.26520076
Poplar Bluff,MO,"Butler County, Missouri",-.080159597,42951,61.829418,.4831785,.90701032,.05559824,.0051919627,.0057740216,.66631466,.14582552,.078911565,.14682814,25957,.44940001,29.4,.31125483
Columbia,MO,"Callaway County, Missouri",.19187126,44566,53.399651,.50836962,.91758293,.036754478,.0032311629,.0086613111,.65284032,.20396638,.041358441,.080477729,34677,.4156,26.200001,.19714712
Eldon,MO,"Camden County, Missouri",.18706019,43927,66.96978,.49258998,.9646914,.0050766044,.0057823206,.0070343981,.66620016,.21048468,.034380559,.070505083,32550,.4436,28.700001,.29592851
Cape Girardeau,MO,"Cape Girardeau County, Missouri",.077412352,77606,134.1423,.48409918,.88312757,.076463163,.0030538875,.013130428,.60404825,.28656101,.021896258,.11170707,33446,.45919999,29.4,.23800594
Kansas City,MO,"Cass County, Missouri",.58152318,100781,144.6265,.490013,.92197937,.036346138,.0049513299,.0072632739,.67582607,.24711011,.043153372,.1038818,44729,.4043,28.5,.14294748
Springfield,MO,"Christian County, Missouri",.40191805,80904,143.7923,.48561257,.95635569,.0058587957,.0058711558,.0056486698,.65246063,.26031736,.027191868,.079275109,38690,.40189999,29.5,.15093704
Kansas City,MO,"Clay County, Missouri",.40640992,230361,579.81873,.48939708,.86760777,.054010879,.0042238054,.021440262,.61061722,.30973083,.038694993,.11228421,45103,.40220001,26.5,.1067461
Columbia,MO,"Cole County, Missouri",.48907518,76533,194.3694,.50567728,.83185029,.11622437,.0043118657,.011367645,.59856963,.3159534,.025608195,.065456666,38558,.41749999,24.5,.17667417
Blytheville,MO,"Dunklin County, Missouri",-.062398259,31562,58.33268,.48222545,.85713834,.097617388,.0044673975,.0041505606,.61221832,.11812961,.081095889,.15301391,22571,.47350001,30.5,.39324999
St. Louis,MO,"Franklin County, Missouri",.39906397,101828,110.361,.49701458,.9625054,.010340967,.0017185843,.0049789841,.67977226,.1860361,.046336882,.20165095,35211,.43009999,27,.16392754
Springfield,MO,"Greene County, Missouri",.15715881,283206,419.37531,.48702711,.91037971,.031422358,.0046856352,.017697366,.61074108,.29452834,.048793148,.085804872,29943,.45840001,30.799999,.24391969
Kansas City,MO,"Jackson County, Missouri",-.12404478,680905,1126.464,.48361665,.66566408,.23751037,.0048200558,.017532548,.60268283,.28774306,.054142464,.086512908,34041,.46779999,30.700001,.27153704
Joplin,MO,"Jasper County, Missouri",.24959552,117184,183.5338,.4884626,.91198456,.022366535,.012851584,.010794989,.64346009,.22020687,.040290087,.16923104,30368,.4501,29.299999,.22927116
St. Louis,MO,"Jefferson County, Missouri",.16462499,221577,337.44629,.49714997,.9626947,.0097844088,.0026356527,.007180348,.69370794,.182033,.040643752,.11806828,40200,.38789999,28,.14765607
Kansas City,MO,"Johnson County, Missouri",.21516798,54155,65.303497,.51367372,.89332473,.044077184,.0069799647,.014347706,.64525509,.26466122,.044266116,.1074477,36164,.41389999,30.6,.16948135
Springfield,MO,"Laclede County, Missouri",.26333556,35514,46.440689,.49422762,.95753789,.0052092131,.0049557919,.0063636876,.67479503,.13923682,.071466953,.24660049,28843,.42390001,31.1,.28114477
Kansas City,MO,"Lafayette County, Missouri",.31966293,32916,52.377869,.4939847,.94297606,.020081419,.0044051525,.0023089075,.70792717,.18329105,.039956804,.12435923,36840,.39289999,28.799999,.15705296
St. Louis,MO,"Lincoln County, Missouri",.47783917,53850,85.946037,.49825442,.94659239,.019182915,.0028040854,.0047910865,.71611428,.14774285,.040026031,.17688729,39016,.38499999,31.5,.22324421
Quincy,MO,"Marion County, Missouri",.040695809,28840,66.006927,.48023579,.91029817,.05624133,.0047850208,.0084951455,.64975619,.19364043,.047244094,.16372266,29643,.43869999,27.299999,.26492316
Cape Girardeau,MO,"New Madrid County, Missouri",-.22633582,18411,27.282009,.47949594,.81462169,.16158818,.00097767636,.00092336099,.64630175,.11646938,.062628336,.16278432,24426,.47170001,28.6,.35948479
Joplin,MO,"Newton County, Missouri",.24191043,58777,94.078613,.49527878,.90955645,.0097657247,.026558008,.014444426,.66983694,.18811525,.052343275,.16713881,31442,.4587,27.799999,.18571627
Polk,MO,"Nodaway County, Missouri",.93072635,23186,26.43894,.49814543,.94112825,.028594842,.003191581,.015785387,.67466986,.23929572,.012168142,.15853332,26041,.4522,32.599998,.28905225
Sedalia,MO,"Pettis County, Missouri",.11924387,42215,61.87867,.49084449,.90380198,.028473292,.0019424375,.0040743812,.65432763,.1754083,.031346578,.20080043,29000,.43439999,31.1,.2415242
Rolla,MO,"Phelps County, Missouri",.20041423,45029,67.029007,.52315176,.90950274,.025050523,.0064180861,.034466676,.59350032,.2780537,.031157756,.081692457,30227,.4562,29.9,.22703171
Kansas City,MO,"Platte County, Missouri",.56718653,93394,222.2662,.49304023,.86918861,.063986979,.0032871491,.025793947,.54822701,.40443081,.016900247,.088005178,49573,.4298,26.799999,.10698031
Rolla,MO,"Pulaski County, Missouri",.01318017,53443,97.68438,.56864321,.74819899,.12156878,.0098609738,.028085997,.65718889,.2410533,.020430302,.072452389,34813,.37810001,26.5,.18067816
Quincy,MO,"Ralls County, Missouri",.97031254,10243,21.803789,.5027824,.96875918,.014351265,.0087864883,0,.75082099,.12287904,.09018036,.1829496,34387,.37970001,27.1,.15176909
Moberly,MO,"Randolph County, Missouri",-.12240109,25135,52.07341,.52353293,.9053511,.050089516,.0046150787,.0051720706,.72007024,.13739029,.070598006,.098959975,27478,.43990001,29.700001,.24686784
Kansas City,MO,"Ray County, Missouri",.54612833,23031,40.490131,.49845859,.95736182,.013546959,.0039946162,.0020407278,.74933368,.13764437,.027960526,.17561841,38150,.3998,28.5,.2583411
St. Louis,MO,"St. Charles County, Missouri",.2370616,374805,668.77502,.4912928,.90347248,.044900682,.0019396753,.022982618,.58577436,.35525653,.022309378,.12839767,52596,.39199999,26.6,.086382337
St. Louis,MO,"St. Louis County, Missouri",-.11800827,1001327,1971.8929,.47352165,.69611323,.23346719,.0014600625,.037714951,.51149762,.4162221,.029546214,.098399088,43400,.48769999,29.700001,.16105364
Marshall,MO,"Saline County, Missouri",.21749225,23334,30.88534,.49991429,.85386133,.049284305,.0019285163,.0035141853,.66596502,.18806736,.029925186,.16773163,29126,.4226,26.700001,.25660813
Cape Girardeau,MO,"Scott County, Missouri",.090148292,39061,93.004623,.48800594,.85952741,.11279793,.0036353397,.0040449551,.68317544,.13228495,.054189663,.14878473,28444,.43799999,28.4,.27591145
Center,MO,"Vernon County, Missouri",.33683994,20878,25.263861,.48342752,.96177793,.0090525914,.0062745474,.0069451099,.71319723,.16295284,.106296,.11461531,29556,.41780001,28.200001,.30516717
St. Louis,MO,"Warren County, Missouri",.29233781,33043,77.095001,.50189149,.94243866,.022334535,.0019973973,.0046605938,.686652,.15832599,.017149616,.16382964,37138,.41460001,29.4,.20866935
St. Louis,MO,"St. Louis city, Missouri",-.82790017,317850,5134.1611,.48337582,.45745477,.47684756,.0023187038,.028453672,.52201205,.31911713,.058891829,.080016851,25856,.50730002,32.5,.41814476
Sheridan,MT,"Big Horn County, Montana",-.88185525,13141,2.6305871,.49821171,.33262309,.00091317249,.63183928,.0022829312,.70230442,.15594855,.10896552,.0077203517,30230,.44389999,26.9,.39103159
Havre,MT,"Blaine County, Montana",.046577111,6598,1.560716,.49787813,.47908458,.0024249773,.49196726,0,.68785697,.20312887,.14824121,.0089355092,26687,.43889999,23.5,.3776404
Great Falls,MT,"Cascade County, Montana",.30659327,82090,30.424459,.50064564,.88651478,.012425386,.045791205,.0092215864,.65880334,.25464571,.076883115,.03272276,32833,.4515,26.9,.23121673
Miles City,MT,"Custer County, Montana",.87999207,11945,3.1572449,.4982838,.9463374,.0035161155,.024361657,.0045207199,.71390599,.20031412,.043859649,.030019367,35407,.43520001,25.4,.11097561
Glendive,MT,"Dawson County, Montana",1.1961075,9365,3.9483709,.52578753,.95002669,.0084356647,.027122263,.0006406834,.73201108,.18773063,.011764706,.024712399,38304,.4145,23.299999,.27414331
Butte-Silver Bow,MT,"Deer Lodge County, Montana",.36393604,9211,12.50593,.53685808,.93334055,.010313755,.015090653,.0052111605,.7405864,.1681798,.1232687,.048774127,28616,.45429999,28.1,.26537663
Baker,MT,"Fallon County, Montana",1.6624902,3057,1.886138,.51292115,.96565259,.013084724,.0032711809,.0039254171,.78153259,.16135174,.11956522,.018382354,38687,.4858,27.1,.070422538
Kalispell,MT,"Flathead County, Montana",.3836461,93333,18.344971,.49910536,.94936413,.0030750111,.015492912,.0051535899,.6520564,.29073626,.05436499,.06320177,34755,.4531,29.9,.18185353
Bozeman,MT,"Gallatin County, Montana",.48325363,95323,36.624809,.51520622,.94853288,.0039864462,.010196909,.012452398,.48707584,.47977379,.012632297,.059675884,40349,.4551,29.9,.10703285
Shelby,MT,"Glacier County, Montana",-1.0098979,13672,4.5635142,.48800468,.33623463,.0033645406,.63670278,.0051930952,.70852751,.17722635,.13756613,.0088593578,21528,.51980001,26.799999,.40038133
Havre,MT,"Hill County, Montana",-.09369085,16523,5.6996398,.5068087,.72843915,.0001815651,.2307087,.0050838226,.67291081,.2316801,.04192229,.015752308,32417,.4161,26.1,.26470587
Kalispell,MT,"Lake County, Montana",-.033119041,29157,19.56649,.49188873,.68577015,.0024693899,.24152005,.0038069759,.66394275,.24408689,.052329749,.057382606,28131,.47220001,26.4,.32800457
Helena,MT,"Lewis and Clark County, Montana",.29372242,65357,18.89571,.49699342,.93639547,.0052633993,.025750875,.006273238,.56575698,.38010317,.03414787,.027380306,40816,.39860001,27.299999,.15611368
Libby,MT,"Lincoln County, Montana",.44618884,19337,5.3521862,.50235301,.95961112,.00051714329,.013187154,.0055334335,.6970886,.19375043,.059466019,.05260082,25620,.46810001,28.799999,.23700565
Missoula,MT,"Missoula County, Montana",.053215601,111966,43.17305,.50308132,.92219961,.0045638853,.025614919,.012530589,.54601431,.4072274,.038474351,.037899937,33529,.45860001,32.5,.1392411
Glasgow,MT,"Phillips County, Montana",.84450227,4167,.81069481,.50059998,.87209022,0,.094792418,0,.72053874,.19259259,.16289593,.013016412,26199,.44409999,24,.17075893
Butte-Silver Bow,MT,"Powell County, Montana",.5162406,6975,2.9982049,.61906809,.92301077,.0047311829,.038996417,.011039427,.69621903,.19277333,.044609666,.063902624,29052,.43040001,22,.28403527
Missoula,MT,"Ravalli County, Montana",.4217779,40823,17.07489,.4959704,.95583373,.0030130073,.0083531346,.0054381108,.67578018,.24361044,.082365945,.090506442,28675,.42919999,29.9,.28579918
Sidney,MT,"Richland County, Montana",1.4666729,11132,5.3412838,.51194751,.94610131,.0036830758,.022906935,.0035034136,.75907016,.16474067,.054927301,.051829267,47271,.4603,21.200001,.19970523
Wolf Point,MT,"Roosevelt County, Montana",-.45241401,11072,4.7018991,.50072253,.36967126,.00081286131,.55789381,.0018966763,.69863015,.1347563,.19849624,.026573427,23949,.4883,18.799999,.34316814
Colstrip,MT,"Rosebud County, Montana",-.65569997,9352,1.8665169,.48813087,.61013687,.0020316511,.34270746,.0058810948,.6766457,.19799286,.071428575,.010994502,37157,.42449999,20.200001,.28408659
Kalispell,MT,"Sanders County, Montana",.82818776,11346,4.1100888,.51524764,.9154768,.0014983254,.044861626,.0027322404,.71979374,.16418611,.17681728,.059398681,23428,.42550001,29.299999,.39119804
Plentywood,MT,"Sheridan County, Montana",1.1697509,3630,2.1644771,.5060606,.92754823,.00055096421,.018181818,.0016528926,.7009452,.21323252,.037974682,.019432774,36798,.46239999,26.200001,.11780455
Butte-Silver Bow,MT,"Silver Bow County, Montana",.31989717,34549,48.086411,.5076558,.94651073,.0047179367,.016903529,.0068887668,.66300994,.24635756,.0759148,.033460628,27417,.4765,31.9,.26201189
Shelby,MT,"Toole County, Montana",.61002606,5150,2.688386,.57067961,.90815532,.0015533981,.052815534,.022135923,.7115801,.13419913,.16736402,.025563259,32541,.42179999,20.5,.2872228
Glasgow,MT,"Valley County, Montana",.4881925,7577,1.538221,.5017817,.8644582,.0015837403,.1061106,.0019796754,.73435169,.19374068,.087837838,.011990407,35691,.42930001,24.799999,.19382717
Billings,MT,"Yellowstone County, Montana",.39887959,153692,58.364929,.49107304,.90691125,.0069684824,.043567654,.0073653799,.64144576,.28479069,.05945725,.051875986,38350,.46129999,28.6,.14395317
Hastings,NE,"Adams County, Nebraska",.55869251,31442,55.82024,.5034349,.94927168,.0096367914,.0014630113,.012371986,.67668915,.22986074,.0078158919,.13343471,36777,.45989999,24.799999,.15920959
Kearney,NE,"Buffalo County, Nebraska",.90794718,47958,49.537659,.49795654,.93258685,.011739438,.0025647441,.01282372,.60812348,.32693699,.014281077,.13120346,38947,.43439999,27.5,.13236503
Cheyenne,NE,"Cheyenne County, Nebraska",1.037837,10077,8.4235659,.49220997,.96149647,.0021831894,.0036717276,.012404486,.70607626,.23430783,.03194103,.065833479,39085,.40169999,23.4,.18957545
Sioux City,NE,"Dakota County, Nebraska",.8265968,20798,78.704399,.48562363,.68511397,.04135013,.025098568,.03168574,.62401819,.11160854,.073900841,.28408977,36160,.41729999,23.5,.22196531
Omaha,NE,"Dodge County, Nebraska",.77141714,36725,69.462067,.48893124,.95825732,.0049012932,.0049285227,.0057726344,.68874621,.18892679,.018796993,.17466255,35638,.41679999,24.9,.13380699
Omaha,NE,"Douglas County, Nebraska",-.14020233,537655,1636.924,.49223387,.78999919,.11276748,.0063460767,.031479295,.52455676,.37101433,.031901244,.086403772,39699,.46810001,29.1,.20285259
Lincoln,NE,"Gage County, Nebraska",.87060446,21818,25.62328,.4946833,.96663308,.0042625354,.0019250161,.0041708681,.69676375,.1968932,.015463918,.14092264,36323,.42030001,23.9,.11655261
Grand Island,NE,"Hall County, Nebraska",.60887539,60792,111.2818,.50055927,.92752337,.021976575,.0056915386,.011152783,.64470518,.1833598,.030855129,.20675051,35772,.4251,25.4,.21911553
Lincoln,NE,"Lancaster County, Nebraska",.075490832,298080,355.89581,.50138891,.8733964,.040002685,.0062734834,.040133521,.56778246,.36723498,.021228867,.09604267,37644,.44670001,29.700001,.1728209
