cz_name,stateabbrv,name,mobility,population,density,male,white,black,amind,asian,highschool,college,dropout,manufacturing,income,gini,rentpct,poverty
Vidalia,GA,"Jeff Davis County, Georgia",-.15405694,14990,45.322578,.49439627,.76050699,.16270848,.00073382253,0,.69058251,.096563183,.27777779,.13503389,26427,.44549999,25.200001,.33070284
Aiken,GA,"Jefferson County, Georgia",-.68114221,16374,31.100611,.48344937,.43367535,.54507148,.0010382313,.0012214486,.6276508,.10061508,.095959596,.17284678,19289,.48840001,35.5,.49886563
Statesboro,GA,"Jenkins County, Georgia",-.45436361,8922,25.691139,.49809459,.62642908,.33535081,0,.0022416499,.59017497,.12197173,.12694877,.13113675,17870,.53719997,43.900002,.57598585
Dublin,GA,"Johnson County, Georgia",-.56530428,9794,32.322319,.55513579,.62579131,.34551767,0,.018480703,.66745985,.089381322,.055555556,.12714249,25013,.45179999,30.799999,.32948583
Macon,GA,"Jones County, Georgia",-.29351276,28738,72.951492,.48736864,.72583342,.25708121,.0002435799,.0074117891,.67039311,.19665141,.068942875,.071287781,37664,.45179999,31,.23556876
Griffin,GA,"Lamar County, Georgia",-.44495034,18114,98.713943,.47769681,.65463179,.30550954,.0022082366,.0064590923,.67591238,.17131816,.029982364,.14810495,29302,.4508,31.799999,.29156691
Valdosta,GA,"Lanier County, Georgia",-.44767699,10403,56.15313,.50341249,.72431028,.24752475,0,.0080745937,.63701576,.12697273,.050632913,.062715769,27313,.44409999,30,.32916829
Dublin,GA,"Laurens County, Georgia",-.55307561,47886,59.316559,.47633964,.61326903,.36133733,.0011276782,.010524997,.6601826,.15116243,.07735043,.11254874,23500,.52160001,35.099998,.38859838
Albany,GA,"Lee County, Georgia",-.22880524,28946,81.358414,.50089824,.75039726,.19899122,.00062184758,.023181096,.6357109,.23232807,.03110823,.10646651,44695,.4278,29.200001,.1683359
Hinesville,GA,"Liberty County, Georgia",-.38811091,64427,131.53709,.50683719,.48082325,.40493894,.0045477827,.022118056,.71234512,.18731596,.022492401,.066487752,30651,.41530001,30.799999,.22889213
Washington,GA,"Lincoln County, Georgia",-.70304698,7720,36.695572,.47992229,.66191709,.32564768,0,.0027202072,.69120002,.12142222,0,.126562,24871,.4747,28.6,.40243903
Valdosta,GA,"Lowndes County, Georgia",-.38401541,113203,228.2014,.49139157,.57791758,.36128017,.00075969723,.017411198,.60335064,.23459241,.057709195,.080052637,26753,.48089999,32.900002,.33336967
Gainesville,GA,"Lumpkin County, Georgia",.21337159,30921,109.2874,.49079913,.94644415,.022638336,.0063710748,.0027812812,.56946808,.2808775,.041134186,.11039831,31815,.449,35.700001,.21090363
Aiken,GA,"McDuffie County, Georgia",-.64035136,21582,83.82634,.47604486,.56310815,.41812623,0,.0005560189,.62759829,.14157303,.030571198,.18150108,26623,.4689,35.200001,.41153082
Brunswick,GA,"McIntosh County, Georgia",-.41779959,14007,33.0121,.48747054,.61533517,.3487542,.0032126794,.0020703934,.68240511,.1311428,0,.10295749,31222,.47440001,29.6,.35864174
Americus,GA,"Macon County, Georgia",-.56302482,14045,35.05637,.54966182,.36817372,.59494483,.0050551798,.015806336,.63799137,.079440214,.18652226,.18672943,20833,.46779999,34.900002,.33634394
Winder,GA,"Madison County, Georgia",-.22246285,28232,100.0032,.49369511,.85087842,.08982715,.0036129216,.012220176,.66023248,.15571813,.079941861,.17106995,30441,.42129999,28,.22989213
Americus,GA,"Marion County, Georgia",-.26486933,8739,23.876829,.5028035,.58771026,.31536788,0,.0012587253,.63409805,.12180228,.13660245,.13917366,26323,.45919999,24.700001,.29139405
Columbus,GA,"Meriwether County, Georgia",-.72535104,21297,42.49007,.47823638,.57566792,.38310561,.00028172979,.0057754614,.64299309,.092904717,.15574469,.20426908,26025,.45989999,37.5,.31333631
Bainbridge,GA,"Miller County, Georgia",-.15382026,5936,21.01827,.47793126,.68665767,.31064689,.00050539081,0,.66757697,.12810327,.21428572,.11420143,24682,.4612,30.200001,.40638608
Albany,GA,"Mitchell County, Georgia",-.63020945,22982,44.879299,.52171266,.49251589,.47471935,.0013053694,.0027412758,.62735021,.11372064,.090027697,.16101056,23180,.4508,29.700001,.40487805
Macon,GA,"Monroe County, Georgia",-.75145978,26915,68.025841,.50291657,.7336058,.24153818,.0011517741,.0083224969,.60417002,.21324588,.039687704,.056166392,35403,.47979999,35.5,.12944523
Vidalia,GA,"Montgomery County, Georgia",-.39511511,8968,37.44101,.50769401,.70885372,.26416147,.0032337198,.0042372881,.65942395,.14569648,.061538462,.11814968,25183,.4682,28.1,.35947368
Atlanta,GA,"Morgan County, Georgia",-.68037564,17900,51.533119,.4765363,.73860335,.23178771,.0005586592,.0044134078,.60341978,.220717,.0099304868,.12093389,37637,.44679999,26.6,.19003338
Rome,GA,"Murray County, Georgia",-.1078476,39401,114.3827,.48932767,.95078808,.0091622043,.00027918071,.0043146112,.5970934,.10317151,.093109868,.38018534,25812,.41119999,31.9,.24069001
Columbus,GA,"Muscogee County, Georgia",-.63081664,200285,925.59412,.49090546,.4581821,.44767705,.0029757596,.024075693,.62230217,.24135092,.04380725,.095389083,30727,.4901,31,.29374707
Winder,GA,"Oconee County, Georgia",.15066107,34400,186.6626,.48886627,.88936049,.058982559,.00052325579,.039273255,.48271695,.44882241,.0028089888,.089049116,52426,.43540001,24.6,.091272853
Winder,GA,"Oglethorpe County, Georgia",-.69785136,14688,33.45697,.49673203,.77934366,.16196896,.003880719,.0031318082,.62045044,.17152902,.058551617,.15798584,32122,.41429999,30.1,.23616236
Atlanta,GA,"Paulding County, Georgia",.10036312,147400,472.10471,.48907056,.78010857,.17546134,.0024559023,.010081411,.65826106,.23805515,.040937677,.097141467,43658,.39669999,31.200001,.17173982
Macon,GA,"Peach County, Georgia",-.38886374,27086,180.25211,.48408774,.4753378,.45706269,.000332275,.010632799,.64123052,.20933726,.029526705,.085881017,30206,.4447,30.700001,.3214649
Atlanta,GA,"Pickens County, Georgia",.046292841,29740,128.158,.50134498,.95346338,.014458641,.0024882313,.0068930732,.58293551,.25114706,.032490976,.10648368,39310,.44400001,29.299999,.18773946
Waycross,GA,"Pierce County, Georgia",.071748339,18934,59.824249,.49535227,.86426532,.078219078,.0020597866,.0048589837,.65639049,.14226076,.057957683,.096805289,29232,.4833,29,.31789866
Griffin,GA,"Pike County, Georgia",-.069170438,17812,82.430252,.49011901,.87317538,.11273299,0,.003817651,.70915365,.16018845,.07890223,.12385634,37287,.42269999,28.5,.15921289
Rome,GA,"Polk County, Georgia",-.26798418,41215,132.8096,.48967609,.76018441,.1340774,.00075215328,.008419265,.62121946,.13119523,.094233476,.22310068,27493,.46830001,28.9,.31593227
Macon,GA,"Pulaski County, Georgia",-.56702727,11590,46.540409,.41984469,.62881798,.33572045,0,.0014667817,.68802458,.12058163,.034858387,.13800962,28144,.4499,31.4,.34554732
Milledgeville,GA,"Putnam County, Georgia",-.65971226,21247,61.650021,.49724668,.68941498,.26591989,.000094130897,.0054595941,.67000002,.17484076,.017946161,.12341236,32175,.46520001,29.799999,.22666667
Franklin,GA,"Rabun County, Georgia",-.13927494,16266,43.963039,.49065536,.92573464,.018873725,.0049797124,.0077462192,.60235667,.25889969,.066026412,.047626685,25574,.50489998,37.099998,.32404181
Eufaula,GA,"Randolph County, Georgia",-.62775898,7315,17.08169,.51018453,.34764183,.61886537,0,.02077922,.58270752,.14653948,.049046323,.11666001,20610,.62370002,29.799999,.522093
Aiken,GA,"Richmond County, Georgia",-.66270083,201291,620.64429,.48410511,.39073282,.54830569,.0030900538,.017069815,.62851846,.20407118,.091964208,.094600752,27181,.48359999,33.599998,.39905947
Statesboro,GA,"Screven County, Georgia",-.54829764,14206,22.02136,.48944107,.55934113,.41996339,.0011262847,.0004223568,.67705566,.1328582,.10785341,.17493616,25033,.47580001,29.6,.35855573
Bainbridge,GA,"Seminole County, Georgia",-.62672341,8769,37.27903,.46903867,.64157832,.33492985,0,.0054738284,.67498356,.15134603,.0038910506,.095698565,25352,.46290001,24.700001,.28985506
Griffin,GA,"Spalding County, Georgia",-.77959198,63873,325.1051,.483522,.63072032,.32896528,.0039922972,.0091901114,.63069707,.15874064,.14488189,.14217545,29231,.45699999,35,.32991552
Toccoa,GA,"Stephens County, Georgia",-.19356494,25620,143.0235,.48212335,.84039813,.12197502,.0032006246,.0044106166,.63867849,.16169444,.086320408,.22222222,29281,.4596,29.200001,.25341505
Americus,GA,"Stewart County, Georgia",-.68452841,5868,12.79175,.60736197,.29771644,.48687798,.0013633264,.016530333,.50270778,.10760537,.40131578,.18249159,15338,.47049999,38.599998,.61619717
Americus,GA,"Sumter County, Georgia",-.79821348,31429,65.111229,.47389352,.4257533,.51662475,.0018772471,.013490725,.57530195,.19005148,.0096993214,.13254915,23792,.47999999,33.400002,.52723426
Columbus,GA,"Talbot County, Georgia",-.54123288,6490,16.581989,.48382127,.41432974,.57534671,.00061633281,.0018489985,.64334184,.1365564,.021671826,.19498608,24751,.51020002,29.200001,.20726672
Hinesville,GA,"Tattnall County, Georgia",-.45805532,25302,52.778141,.5742234,.61038655,.28989804,.0025689669,.0034384634,.6268537,.10959061,.19947043,.077975377,24680,.4648,24.200001,.41685781
Macon,GA,"Taylor County, Georgia",-.39959136,8401,22.302389,.48041901,.58695394,.39245328,0,0,.6440441,.11124716,.12310606,.11850819,20440,.47690001,23.200001,.42316136
Vidalia,GA,"Telfair County, Georgia",-.19940637,16416,37.53915,.57882553,.57876462,.40363061,.0018884016,.0006091618,.64242131,.093320318,.054545455,.14624329,19210,.4382,26.1,.48541024
Albany,GA,"Terrell County, Georgia",-.78508192,9213,27.465481,.47129056,.36850104,.61793119,.00043416911,.004667318,.58760196,.11190864,.086046509,.17321597,20836,.4734,39.400002,.59548074
Thomasville,GA,"Thomas County, Georgia",-.47287142,44824,82.306953,.473831,.59871942,.36475995,.000468499,.0086560771,.61928046,.19161518,.082572989,.12039864,26613,.48899999,33.200001,.28462765
Valdosta,GA,"Tift County, Georgia",-.67433786,40787,157.5307,.48228604,.64250863,.29747224,.0011768456,.013729865,.62832654,.16804947,.035020936,.077316374,27348,.50800002,26.799999,.42242491
Vidalia,GA,"Toombs County, Georgia",-.43456152,27210,74.75177,.46832046,.6640206,.25692761,.00040426309,.0091510471,.63579506,.15665346,.051055141,.12821479,24461,.49439999,30.799999,.3342329
Andrews,GA,"Towns County, Georgia",.39239633,10800,64.840431,.48268518,.95796299,.008703704,.0088888891,.0023148148,.66113716,.22426237,.027812894,.049167115,26873,.4411,34.799999,.30057436
Vidalia,GA,"Treutlen County, Georgia",-.18356241,6762,33.905628,.48742977,.70141971,.29118603,0,0,.62368971,.14779875,.11875,.099925704,28033,.47909999,22.9,.31489676
LaGrange,GA,"Troup County, Georgia",-.57287377,68867,166.3502,.48192894,.60320616,.3441416,.00074055791,.017555578,.65339607,.18681119,.088958532,.25344354,30134,.4883,31.799999,.31060824
Valdosta,GA,"Turner County, Georgia",-.4211016,8338,29.215851,.51379228,.55612856,.40981051,.00095946272,.011513553,.6246137,.11652427,.01344086,.056896552,23101,.50319999,31.299999,.4296506
Macon,GA,"Twiggs County, Georgia",-.49757412,8509,23.74176,.49124455,.55858505,.42026091,.0012927488,0,.58629817,.097468145,.11077844,.16931422,22129,.51620001,35.200001,.30421314
Andrews,GA,"Union County, Georgia",.0070809601,21725,67.484413,.49012658,.96161103,.0046490221,.0024856157,.0075489068,.65864557,.21925069,.087463558,.061308462,29633,.4122,29.4,.19379196
Griffin,GA,"Upson County, Georgia",-.52468455,26528,82.019142,.47877714,.70306844,.2840395,.0016209288,.002035585,.64556187,.12069634,.11926606,.16740711,25983,.463,32.599998,.36507672
Chattanooga,GA,"Walker County, Georgia",-.2872062,68285,152.9753,.49439847,.92376071,.045837298,.003602548,.0037636377,.65317488,.14682086,.06650617,.20032665,30238,.45500001,28.6,.22565933
Atlanta,GA,"Walton County, Georgia",-.33654338,86201,264.67981,.48787138,.79619724,.15984733,.0012412849,.012528857,.67372322,.17904207,.029124005,.12493674,39550,.42129999,32.200001,.21055019
Waycross,GA,"Ware County, Georgia",-.30251339,35723,40.027538,.49690676,.65823138,.29619572,.0051227501,.01077737,.6841796,.12893623,.077452667,.13001075,25355,.46880001,31.1,.45407236
Aiken,GA,"Warren County, Georgia",-.69250089,5561,19.560459,.46052867,.37565187,.58820355,0,.012767488,.58574784,.12503263,.16796875,.26026025,21191,.48089999,33.400002,.42161715
Dublin,GA,"Washington County, Georgia",-.63404679,20785,30.63591,.50358433,.45590571,.52610058,0,.0051960549,.65077013,.12893881,.034582134,.10637721,27550,.47670001,32.900002,.36721727
Hinesville,GA,"Wayne County, Georgia",-.29278469,30046,46.816898,.51324636,.74359316,.20897956,.0026293017,.0010317513,.68946165,.13115813,.10537634,.12653644,28293,.44909999,29.299999,.23490778
Vidalia,GA,"Wheeler County, Georgia",-.068078503,7956,26.92527,.6789844,.5810709,.41654098,.0011312217,0,.71235877,.056145675,.05882353,.13293503,20061,.4499,28.200001,.37043634
Gainesville,GA,"White County, Georgia",.22929966,27791,115.4656,.48674032,.94285917,.027275017,.0007916232,.0030225613,.6459592,.20702298,.01438849,.13020219,29697,.44240001,32.900002,.34420717
Rome,GA,"Whitfield County, Georgia",-.057531361,103456,356.17551,.49732253,.8833127,.039814029,.0027161306,.013812635,.54577708,.13976562,.073912285,.38341603,29485,.46790001,29,.27166158
Cordele,GA,"Wilcox County, Georgia",-.43467653,8972,23.754021,.58537674,.59540796,.3769505,.0002229157,.00523852,.69273919,.084605798,.16129032,.094031073,23273,.4562,36.400002,.28387851
Washington,GA,"Wilkes County, Georgia",-.52264225,9991,21.280531,.473326,.53197879,.42358121,0,.0074066659,.64039201,.15665388,.14754099,.20036861,23770,.44589999,36.799999,.49672285
Milledgeville,GA,"Wilkinson County, Georgia",-.59061199,9386,20.983311,.48785424,.5956744,.37811634,.0010654166,.0001065417,.73805809,.074461445,.019193858,.16063279,27952,.4165,29.700001,.26154551
Albany,GA,"Worth County, Georgia",-.48438105,21156,37.070141,.48251086,.6921441,.29684252,.0018434487,.002694271,.65238363,.093876697,.069353327,.12453642,27581,.44319999,33,.30163598
Boise City,ID,"Ada County, Idaho",.17840777,417501,396.64709,.5003078,.91402417,.011355662,.0056933993,.026651433,.57138795,.37058473,.035222337,.092660852,40932,.4515,29.4,.13666438
Pocatello,ID,"Bannock County, Idaho",.16831914,83604,75.18428,.49837327,.90437061,.0074757189,.03169705,.013073537,.65213275,.26410246,.020833334,.091194965,31797,.44170001,30.200001,.21939994
Twin Falls,ID,"Blaine County, Idaho",.24909309,21309,8.0606413,.5085175,.89802432,.000891642,.0002346426,.01243606,.47431964,.42862859,.065317385,.028808307,43642,.46419999,28,.20350593
Pocatello,ID,"Bonneville County, Idaho",.44099104,107788,57.761822,.49545404,.90223402,.0045552379,.0043604113,.0083775558,.63883168,.2721169,.049776748,.095484309,36869,.45019999,29.700001,.16882263
Boise City,ID,"Canyon County, Idaho",.096563913,198921,338.66379,.4957194,.90613359,.0044138124,.0092197405,.0079327971,.65472442,.17736347,.062266711,.11953106,31150,.40059999,29.200001,.26074842
Spokane,ID,"Kootenai County, Idaho",.01438658,145046,116.5848,.49445003,.94374889,.0036471188,.014678102,.0087834205,.68886715,.2326775,.042556103,.078769013,35882,.44100001,29.9,.16463847
Pullman,ID,"Latah County, Idaho",.68852979,38339,35.63118,.51321107,.93001902,.0065468582,.0068598557,.022535799,.49894756,.45647597,.014551334,.070215479,30824,.46599999,35.200001,.17113902
Pocatello,ID,"Madison County, Idaho",.7936312,37916,80.808884,.50313854,.95315963,.0069363858,.000079122299,.010997996,.60589778,.34810978,.004672897,.042964157,23411,.50569999,44.799999,.25282279
Lewiston,ID,"Nez Perce County, Idaho",.29434946,39779,46.904121,.49516076,.89753389,.0039216671,.055456396,.010080696,.67952305,.23392345,.050626021,.14098993,34979,.4131,26.9,.15380883
Twin Falls,ID,"Twin Falls County, Idaho",.59288806,80004,41.642448,.49457526,.92911607,.0050747464,.010211989,.015974201,.67779535,.17670691,.044429708,.095522635,31992,.43450001,28.4,.20130582
Quincy,IL,"Adams County, Illinois",.35071874,67081,78.438759,.48711258,.93114293,.037849765,.0025342496,.0083481167,.70108485,.2117596,.043370508,.14817901,33385,.4262,28.700001,.20092797
Rockford,IL,"Boone County, Illinois",.25604561,53851,191.8322,.49919221,.87411559,.022116581,.0023583593,.013054539,.6651572,.20204788,.036305547,.22651128,42306,.4156,26.799999,.14876957
Decatur,IL,"Champaign County, Illinois",-.076859221,205766,206.53729,.49888709,.73383844,.12588085,.0015794641,.099851288,.5090279,.43400201,.021147871,.074341327,33770,.4984,34.599998,.22882949
Springfield,IL,"Christian County, Illinois",.3589187,34200,48.211288,.51105261,.96374267,.016842104,.0014327485,.0052631581,.73912317,.1424289,.068043746,.11814402,32926,.41800001,27.200001,.21873263
Charleston,IL,"Clark County, Illinois",.35156667,16159,32.226608,.48443592,.97277057,.0031561358,.0003713101,.004331951,.72114784,.18064344,.003773585,.20228957,36691,.43169999,24.6,.23815969
Centralia,IL,"Clinton County, Illinois",.9854421,37929,80.004631,.51340663,.93880671,.034459122,.0013446176,.0054312004,.68739426,.2083537,.068106309,.11662338,45929,.40740001,23.4,.11432069
Charleston,IL,"Coles County, Illinois",.062012192,53037,104.3439,.48173916,.92933238,.034598488,.0015083809,.010049588,.66157651,.24136013,.019714145,.13873853,28753,.49180001,34.099998,.25567162
Chicago,IL,"Cook County, Illinois",-.63963366,5236393,5539.2451,.48454061,.56842583,.23982596,.0025252115,.067728303,.49521157,.35769266,.042958345,.10335457,40129,.50269997,31.299999,.24970493
Rockford,IL,"DeKalb County, Illinois",.28919929,104345,165.2841,.49369878,.83731854,.06914562,.0022713116,.024447745,.62215132,.29960638,.024161074,.1229932,39294,.43059999,33,.22033975
Chicago,IL,"DuPage County, Illinois",.80023521,930412,2840.9619,.49039996,.79427177,.04707377,.0021689315,.10829611,.45655334,.4672102,.021553291,.12836953,57856,.4535,28.700001,.10311257
Charleston,IL,"Edgar County, Illinois",.12289208,17992,28.86227,.48860604,.98176968,.0055024456,.00077812362,.0038350378,.6936909,.18098663,.036299765,.2306904,33186,.4551,31.200001,.23861566
Douglas,IL,"Effingham County, Illinois",.67712325,34332,71.707626,.49965048,.97780496,.0034078993,.00087382027,.0054468135,.70285219,.20911841,.047746781,.15740421,37931,.4339,23.9,.16107972
Douglas,IL,"Fayette County, Illinois",.52696449,22136,30.895399,.5250271,.93210155,.042103361,.0006776292,.0065504154,.69458258,.13222979,.12535885,.14312871,31917,.43290001,27.200001,.3060354
Galesburg,IL,"Fulton County, Illinois",.23447633,36323,41.963051,.51878977,.94507611,.035514686,.00074333069,.0026154227,.71706158,.15959449,.057961784,.15836814,33470,.4077,27.5,.18444996
Harrisburg,IL,"Gallatin County, Illinois",.74133009,5385,16.668159,.47725162,.96861655,.0038997214,.0061281337,.0046425257,.76521963,.095042385,.058510639,.074122809,28788,.41280001,26.4,.20073666
Chicago,IL,"Grundy County, Illinois",.28060085,50277,120.2676,.49889612,.9430356,.014539451,.0010740499,.0071404418,.71673989,.20818058,.011927664,.10625026,47854,.40529999,28.4,.10531989
Centralia,IL,"Hamilton County, Illinois",1.0636566,8322,19.145769,.49110791,.99315071,.0050468636,.00096130738,0,.73707634,.14036289,.16223404,.11111111,32073,.43669999,27.299999,.15984724
Davenport,IL,"Henry County, Illinois",.40305245,49883,60.612259,.4962011,.9390173,.017841749,.00094220479,.005152056,.69039816,.20642056,.032009255,.18369861,38843,.41749999,24.4,.13906223
Carbondale,IL,"Jackson County, Illinois",-.340518,59534,101.9276,.50194848,.77339,.14532872,.0040984983,.033291899,.56366956,.35337746,.022200773,.064629436,24601,.53320003,40.5,.32256198
Centralia,IL,"Jefferson County, Illinois",.033505481,38578,67.542198,.51368654,.87858367,.079501271,.0017108195,.010524133,.69768047,.16277593,.061556328,.14339302,31411,.4483,28.799999,.26167658
Edwardsville,IL,"Jersey County, Illinois",.4812381,22625,61.269321,.48875138,.97255248,.004243094,.00039779011,.0074696131,.73519748,.17421558,.027152833,.12553132,38691,.39809999,26.799999,.08203125
Dubuque,IL,"Jo Daviess County, Illinois",.74788451,22397,37.260818,.502478,.97691655,.0026789303,.0019199,.0039737467,.68676168,.23602484,.1142006,.13656628,38655,.43220001,23.299999,.10972799
Chicago,IL,"Kane County, Illinois",-.32949442,524886,1009.284,.4976109,.72704929,.055452041,.0035760147,.036945164,.51046181,.31604004,.038380701,.16794506,51347,.4382,31.200001,.17594858
Bourbonnais,IL,"Kankakee County, Illinois",-.0054141199,112221,165.87109,.49156576,.8025949,.15026599,.0024772547,.011120914,.68883169,.18771639,.044056907,.14610057,37848,.4201,29,.23290224
Chicago,IL,"Kendall County, Illinois",.78224301,120036,374.71979,.4967843,.83788198,.065238759,.0015661968,.032165352,.5882259,.34837094,.017654847,.13448671,61289,.35620001,27.700001,.072479203
Galesburg,IL,"Knox County, Illinois",8.0219997e-06,52112,72.74202,.50197649,.87026018,.084990025,.0015927234,.0082514584,.69497401,.17713405,.050803136,.11441211,29035,.43830001,28.700001,.30464616
Chicago,IL,"Lake County, Illinois",.019972149,702898,1584.281,.49887466,.80476969,.069533557,.0015578363,.067834876,.46207994,.43177444,.020935254,.161285,56671,.48210001,30.299999,.13857518
Peoria,IL,"LaSalle County, Illinois",.30435184,112579,99.177711,.50140792,.94095701,.024604945,.0020163618,.0067419321,.72035724,.16204546,.042595979,.13976133,36775,.4258,28.9,.20165195
Rockford,IL,"Lee County, Illinois",.19545296,35027,48.320011,.52884918,.91186798,.050875038,.0020555572,.0073371972,.70695531,.17269994,.034503631,.18077096,38043,.41569999,24.6,.13694084
Bloomington,IL,"Livingston County, Illinois",.67213142,37689,36.09071,.50417894,.92483217,.054206796,.00053065881,.0028655576,.7237159,.15171713,.040850587,.18973298,39405,.42210001,25.9,.17558229
Springfield,IL,"Logan County, Illinois",.18387179,29956,48.467892,.50721055,.79206169,.11760582,.0018360262,.0088129258,.68900508,.17159167,.067090802,.12398674,36707,.43700001,26.799999,.17745887
Galesburg,IL,"McDonough County, Illinois",.41149545,32009,54.307079,.48904994,.90337092,.050548282,.0016557843,.020712925,.581725,.34140223,.006484353,.097135656,29280,.4806,37.599998,.19882926
Chicago,IL,"McHenry County, Illinois",.39468563,307357,509.5683,.49808529,.91463345,.013459918,.00088496442,.02633745,.59917623,.32472581,.025438692,.16291834,56087,.4003,29.799999,.10828763
Bloomington,IL,"McLean County, Illinois",.062898837,173114,146.28799,.48683527,.83960283,.08002241,.0017560683,.046997931,.509992,.44011045,.015917746,.065367252,45184,.4567,28.700001,.11536734
Decatur,IL,"Macon County, Illinois",-.37494683,109193,188.0405,.47929811,.78622258,.14733545,.0020514135,.012052055,.66113859,.22931674,.066929132,.1804727,34264,.4702,28.9,.2841782
Edwardsville,IL,"Madison County, Illinois",-.07207261,267356,373.62061,.48901466,.88277054,.080817334,.001997337,.0084082643,.66683972,.25277373,.040767204,.1325202,38807,.44190001,29.700001,.17477058
Centralia,IL,"Marion County, Illinois",-.078849472,38665,67.553268,.48956421,.92996252,.036803309,.0016552438,.0076037762,.7318055,.14450215,.060137458,.18012422,30678,.43239999,30.9,.31049579
Peoria,IL,"Mason County, Illinois",.079191253,14126,26.196239,.4951154,.97387797,.0089905141,.0016282033,.0045306529,.73176074,.14103712,.035276074,.12326333,30190,.42500001,27.799999,.20925485
Paducah,IL,"Massac County, Illinois",-.0068345601,15016,63.300541,.48241875,.90843099,.060069259,.0003329782,.0041955248,.67437249,.14710322,.0015015015,.065968044,29762,.44760001,29.700001,.2649985
Springfield,IL,"Menard County, Illinois",.32204723,12611,40.10659,.48830387,.97248435,.0089604314,.0004757751,.0041233841,.69218552,.23137121,.017713366,.063179784,43931,.4215,24.1,.18867925
Davenport,IL,"Mercer County, Illinois",.61321098,16107,28.70089,.49630594,.97423482,.0047184452,.00049667852,.0031663252,.7603938,.1566318,.021136064,.18578224,39770,.391,23.6,.13115677
St. Louis,IL,"Monroe County, Illinois",1.1357548,33539,87.111832,.49053341,.97716093,.003399028,.00038760851,.010316348,.66486901,.27473891,.092899412,.099941589,51465,.39109999,26.799999,.084935062
Jacksonville,IL,"Morgan County, Illinois",-.025752731,35129,61.760849,.50559366,.91175383,.059865069,.00088246178,.0055225026,.68282962,.22280803,.033065237,.11318292,33394,.43090001,27.700001,.18514185
Peoria,IL,"Peoria County, Illinois",-.46822062,187112,302.17889,.48444781,.73957306,.17530677,.0028913163,.03685493,.6096859,.29188299,.055840164,.1621691,37148,.46360001,28.200001,.25283131
Olney,IL,"Richland County, Illinois",.45014012,16127,44.798409,.49699262,.97358465,.0043405467,.0031623985,.0037204688,.67473096,.20893,.017830608,.14445812,32050,.42680001,26.5,.21190543
Davenport,IL,"Rock Island County, Illinois",-.04897245,147161,344.1264,.49212766,.82146764,.094495147,.0027928594,.021466285,.66147453,.21964544,.033246323,.18935387,35456,.43799999,28.799999,.23878747
St. Louis,IL,"St. Clair County, Illinois",-.3131758,267029,405.96771,.48207873,.65187299,.29913232,.0017601085,.01313715,.64353728,.25994539,.05948969,.087937735,36239,.47009999,31.700001,.28297657
Harrisburg,IL,"Saline County, Illinois",.27953574,24783,65.249573,.48565549,.93136424,.036759067,.004882379,.0062946375,.71807086,.13968623,.098976113,.079666704,27787,.45719999,29.4,.35446462
Springfield,IL,"Sangamon County, Illinois",-.38741511,199016,229.20129,.48012221,.82704908,.12358303,.0013566748,.017812638,.58715749,.33392668,.059790425,.048661016,40794,.45320001,30.1,.24155267
Rockford,IL,"Stephenson County, Illinois",.069529943,46625,82.59185,.48403218,.8626917,.091924936,.0010294906,.0083860587,.7242021,.18075304,.015144344,.19004256,32924,.42840001,31.299999,.22092907
Peoria,IL,"Tazewell County, Illinois",.13523196,135697,209.0946,.49367341,.96022755,.012225768,.0011643588,.0089316638,.67711633,.25016472,.042972386,.17901453,42267,.4152,25.9,.11560581
Lafayette,IL,"Vermilion County, Illinois",-.047476929,80368,89.459953,.49647871,.82789171,.13837597,.0038448139,.0081748953,.73063666,.1375394,.053444181,.16823523,31214,.43079999,28.299999,.29056585
Galesburg,IL,"Warren County, Illinois",.36263305,17701,32.634258,.48590475,.91254729,.02638269,.0023727473,.017230665,.66905111,.20865293,.0048979591,.1430342,31739,.42640001,25.200001,.22368082
Olney,IL,"White County, Illinois",.57984793,14464,29.233999,.484375,.98174781,.004009956,.00041482301,.003733407,.74035668,.13616981,.091575094,.12436423,32428,.45840001,23.5,.17691056
Rockford,IL,"Whiteside County, Illinois",.23320974,57525,84.070168,.49206433,.92413735,.017870491,.0026597132,.0059626247,.71182609,.1692095,.05179584,.19642314,34428,.4206,28.799999,.18042837
Chicago,IL,"Will County, Illinois",-.53274846,683995,817.28851,.496508,.74806249,.1108707,.0021447525,.05003253,.57468098,.33040938,.026420739,.11749287,55273,.40599999,31.5,.11235358
Carbondale,IL,"Williamson County, Illinois",.021491891,67121,159.7551,.4964616,.92498624,.042996977,.0026519271,.0094903233,.6874854,.20968942,.023767913,.087184228,32287,.4479,28.6,.21859853
Rockford,IL,"Winnebago County, Illinois",-.41471896,290439,565.75848,.4881438,.78773165,.12533441,.0023688278,.02486925,.65314656,.21865724,.063809782,.22319549,35026,.44929999,29.799999,.25732341
Peoria,IL,"Woodford County, Illinois",.81251806,39106,74.092567,.49521813,.96801001,.0058303075,.0003580013,.0077993148,.65343279,.28394154,.020347605,.16671987,47829,.40970001,26.6,.13083626
Fort Wayne,IN,"Adams County, Indiana",.47813636,34642,102.1803,.49367818,.97537673,.0069857398,.0011258011,.0031464696,.70189363,.14991392,.24309692,.28787878,34999,.42550001,27,.27297759
